,t61,t62,t63,t64
1857,21.7442652249,19.5497294796,22.1047802766,23.552172354
1858,21.7564204959,19.5492489053,22.1177644719,23.5461030837
1859,21.7599879771,19.54929084,22.1224876772,23.5441240579
1860,21.7617874287,19.5498844293,22.1259218318,23.5434698324
1861,21.7641930211,19.5499999967,22.1301421652,23.5432548817
1862,21.7669262241,19.5502612027,22.1346093992,23.5431846987
1863,21.7692731612,19.5501351556,22.1385512974,23.5431630241
1864,21.7709652104,19.5502185721,22.1417519207,23.5431563757
1865,21.7721225187,19.5500651067,22.1443811482,23.5431565438
1866,21.7729564715,19.5494655834,22.1466604309,23.5431585767
1867,21.7735350997,19.5494074283,22.14864541,23.5431607242
1868,22.0295811602,19.6764468155,22.3951449215,23.6319110488
1869,22.2658765973,19.6801510055,22.6132385474,23.660799393
1870,22.3782962138,19.6797979237,22.710992666,23.6701784109
1871,22.394805136,19.6799237643,22.7220041964,23.6731392244
1872,22.3786155426,19.6799746932,22.7073800202,23.6739970738
1873,22.3663443294,19.6796241818,22.6989309917,23.6741984028
1874,22.3636274212,19.6794741807,22.6992175088,23.6742124907
1875,22.3644741123,19.6796097469,22.7017173349,23.6741815318
1876,22.3643822969,19.6797557041,22.7027276992,23.674142199
1877,22.362687214,19.6796385864,22.7023102521,23.6741029205
1878,22.3603737582,19.679963965,22.7016058911,23.6740662224
1879,22.3581794667,19.6792061571,22.7011932247,23.6740331445
1880,22.2647190455,19.493387104,22.6102366988,23.5394589222
1881,22.1779367197,19.4899258615,22.5288480698,23.4999859905
1882,22.1195887102,19.4895124646,22.476362784,23.4883898979
1883,22.0984091672,19.490211703,22.4592584666,23.4850688013
1884,22.0920510589,19.4900278904,22.4545998061,23.4840712461
1885,22.0873921329,19.4900415048,22.4503781179,23.4837629817
1886,22.0814721787,19.4901411591,22.4447430418,23.4836559443
1887,22.0756472719,19.4902452007,22.4394332837,23.4836098325
1888,22.0712461565,19.4894170134,22.4356664588,23.4835846896
1889,22.0680826544,19.4895846446,22.4330777621,23.4835664768
1890,22.0656985898,19.4895629648,22.431164443,23.483552423
1891,22.0637175412,19.4896283726,22.429591365,23.4835397756
1892,22.2521169738,19.528880747,22.613219883,23.512251528
1893,22.4455315685,19.5297722948,22.7952503572,23.5207800348
1894,22.550476034,19.5298285075,22.8882625033,23.5235313612
1895,22.5802308351,19.5297071538,22.9115095539,23.5244211208
1896,22.5831903793,19.5295215208,22.9138855825,23.5246867012
1897,22.5873985437,19.5293413761,22.9202398457,23.524743485
1898,22.5975636132,19.529307775,22.9324737149,23.5247460839
1899,22.6094782216,19.5295491644,22.9455629375,23.524740759
1900,22.6198020688,19.5301245516,22.9565984098,23.5247351581
1901,22.6281749949,19.5291358058,22.9657516196,23.5247294903
1902,22.6354667842,19.5299841981,22.9740503873,23.5247232766
1903,22.6423226862,19.5293505142,22.9820431449,23.5223380798
1904,22.9301870946,19.304860506,23.1642591201,23.2367394934
1905,23.162969303,19.1902189896,23.1862418766,23.1921570098
1906,23.1825879462,19.1896138421,23.187017379,23.1880459154
1907,23.1863998191,19.1895202608,23.1871557528,23.1869046811
1908,23.1870236259,19.1898576239,23.187194083,23.1865775756
1909,23.1870984212,19.189689685,23.1871926276,23.1864294219
1910,23.1870967009,19.189441635,23.1871937259,23.1863687167
1911,23.1870865967,19.1892073228,23.1871916734,23.1863423321
1912,23.1870795179,19.1893249133,23.1871887128,23.1863297339
1913,23.1870748822,19.1894753128,23.1871872855,23.1863204384
1914,23.1870720815,19.1896696038,23.1871865048,23.1863122349
1915,23.187070598,19.189505241,23.1871861855,23.1863049018
1916,23.2787604375,19.4888257431,23.403094198,23.3039819867
1917,23.3913578002,19.4993373972,23.4793265658,23.3595056477
1918,23.4508203468,19.4989169951,23.4939069127,23.3280051266
1919,23.4694353765,19.4988226687,23.4965800847,23.2956232937
1920,23.470131564,19.4994397051,23.4970193114,23.271048745
1921,23.4711075072,19.4990922691,23.4970753684,23.2508185136
1922,23.476741086,19.499537004,23.4970678804,23.2315065265
1923,23.484751021,19.4989819839,23.4970550896,23.2131350258
1924,23.492621075,19.4990954212,23.4970448306,23.1960618855
1925,23.4961910774,19.4989860037,23.4970370562,23.1803105361
1926,23.4968060422,19.4988916734,23.4970362195,23.1654254471
1927,23.4969091511,19.4990486946,23.4970360206,23.1514968291
