,Unnamed: 0,z0,tout,s,i,t1,t2,sp0,m,rh
8395,8395,23.2408875234,0.766666666667,0.0,10318.3596054,23.2408875234,23.5183304731,24.05,0.0,0.0
8396,8396,23.2404425897,0.725,0.0,10318.3596054,23.2404425897,23.5177176758,24.05,0.0,0.0
8397,8397,23.2399929501,0.683333333333,0.0,10318.3596054,23.2399929501,23.517232964,24.05,0.0,0.0
8398,8398,23.2395387234,0.641666666667,0.0,10318.3596054,23.2395387234,23.5166032705,24.05,0.0,0.0
8399,8399,23.2390805252,0.6,0.0,10318.3596054,23.2390805252,23.5161143182,24.05,0.0,0.0
8400,8400,23.2389009535,0.55,0.0,10318.3596054,23.2389009535,23.5744540689,24.38,0.0,0.0
8401,8401,23.2385316482,0.5,0.0,10318.3596054,23.2385316482,23.5726075617,24.38,0.0,0.0
8402,8402,23.2379937861,0.45,0.0,10318.3596054,23.2379937861,23.5719129436,24.38,0.0,0.0
8403,8403,23.2374124035,0.4,0.0,10318.3596054,23.2374124035,23.5713082675,24.38,0.0,0.0
8404,8404,23.2368575894,0.35,0.0,10318.3596054,23.2368575894,23.5707746081,24.38,0.0,0.0
8405,8405,23.2363403314,0.3,0.0,10318.3596054,23.2363403314,23.5705749688,24.38,0.0,0.0
8406,8406,23.2358510102,0.25,0.0,10318.3596054,23.2358510102,23.5701645153,24.38,0.0,0.0
8407,8407,23.235377368,0.2,0.0,10318.3596054,23.235377368,23.5699795353,24.38,0.0,0.0
8408,8408,23.2349112681,0.15,0.0,10318.3596054,23.2349112681,23.569495802,24.38,0.0,0.0
8409,8409,23.2344491226,0.1,0.0,10318.3596054,23.2344491226,23.5692837322,24.38,0.0,0.0
8410,8410,23.2339898215,0.05,0.0,10318.3596054,23.2339898215,23.5689871024,24.38,0.0,0.0
8411,8411,23.2335315944,0.0,0.0,10318.3596054,23.2335315944,23.5685329933,24.38,0.0,0.0
8412,8412,23.2367927874,0.0,0.0,11664.6470667,23.2367927874,23.5453247971,24.22,0.0,0.0
8413,8413,23.2419040378,0.0,0.0,11664.6470667,23.2419040378,23.5465197349,24.22,0.0,0.0
8414,8414,23.2465214754,0.0,0.0,11664.6470667,23.2465214754,23.5486554212,24.22,0.0,0.0
8415,8415,23.2497807755,0.0,0.0,11664.6470667,23.2497807755,23.5496837468,24.22,0.0,0.0
8416,8416,23.2518408942,0.0,0.0,11664.6470667,23.2518408942,23.5500674456,24.22,0.0,0.0
8417,8417,23.2531437078,0.0,0.0,11664.6470667,23.2531437078,23.550250852,24.22,0.0,0.0
8418,8418,23.2540368207,0.0,0.0,11664.6470667,23.2540368207,23.5502588155,24.22,0.0,0.0
8419,8419,23.254706414,0.0,0.0,11664.6470667,23.254706414,23.5502817245,24.22,0.0,0.0
8420,8420,23.2552326017,0.0,0.0,11664.6470667,23.2552326017,23.5502162494,24.22,0.0,0.0
8421,8421,23.2556493539,0.0,0.0,11664.6470667,23.2556493539,23.5501449217,24.22,0.0,0.0
8422,8422,23.2559771757,0.0,0.0,11664.6470667,23.2559771757,23.550128306,24.22,0.0,0.0
8423,8423,23.2562331872,0.0,0.0,11664.6470667,23.2562331872,23.5501928992,24.22,0.0,0.0
8424,8424,23.4486752693,-0.05,0.0,13254.5228059,23.4486752693,23.5610961375,24.24,5.90515574506,0.0
8425,8425,23.6737092446,-0.1,0.0,13254.5228059,23.6737092446,23.5704530216,24.24,5.90515574506,0.0
8426,8426,23.8208931778,-0.15,0.0,13254.5228059,23.8208931778,23.5766909106,24.24,5.90515574506,0.0
8427,8427,23.8811971949,-0.2,0.0,13254.5228059,23.8811971949,23.5793177737,24.24,5.90515574506,0.0
8428,8428,23.8946761222,-0.25,0.0,13254.5228059,23.8946761222,23.5799944189,24.24,5.90515574506,0.0
8429,8429,23.8958315021,-0.3,0.0,13254.5228059,23.8958315021,23.5798289511,24.24,5.90515574506,0.0
8430,8430,23.8987304856,-0.35,0.0,13254.5228059,23.8987304856,23.5798982943,24.24,5.90515574506,0.0
8431,8431,23.9044087521,-0.4,0.0,13254.5228059,23.9044087521,23.5802844614,24.24,5.90515574506,0.0
8432,8432,23.9104450493,-0.45,0.0,13254.5228059,23.9104450493,23.5802102421,24.24,5.90515574506,0.0
8433,8433,23.9154105692,-0.5,0.0,13254.5228059,23.9154105692,23.5803593001,24.24,5.90515574506,0.0
8434,8434,23.9192584254,-0.55,0.0,13254.5228059,23.9192584254,23.5807138305,24.24,5.90515574506,0.0
8435,8435,23.9224535377,-0.6,0.0,13254.5228059,23.9224535377,23.5806070954,24.24,5.90515574506,0.0
8436,8436,23.900121039,-0.6,0.0,20024.374181,23.900121039,23.5865282551,23.9,1.18103114901,0.0
8437,8437,23.9001689553,-0.6,0.0,20024.374181,23.9001689553,23.6382282175,23.9,1.18103114901,0.0
8438,8438,23.9000408793,-0.6,0.0,20024.374181,23.9000408793,23.6638090981,23.9,1.18103114901,0.0
