,tout,m,gas,q,dt
270,-1.45,5.415060919,248024.8939,-183510.38851349754,-8.068782659999997
271,-1.5,5.181733317999999,248909.6161,-172384.3816610655,-7.920882429999999
272,-1.55,5.491595359000001,242394.3158,-183643.4655213277,-7.962100589999999
273,-1.6,5.972345428000001,266794.8091,-202435.35093559188,-8.070345840000002
274,-1.65,5.465391348000001,250759.276,-185072.36589219072,-8.062524019999998
275,-1.7,5.748565900000001,258076.6956,-196419.05612867372,-8.13532327
276,-1.7,6.359143594,292760.9089,-216078.26655512815,-8.09027278
277,-1.7,6.383632108,291431.1677,-213575.9686155522,-7.965907219999998
278,-1.7,6.553890557999999,289907.4861,-218968.01968870143,-7.954854040000001
279,-1.7,5.727526287999999,256117.2245,-194976.9462778893,-8.105258730000003
280,-1.7,6.6963218819999994,301869.8808,-231822.67794423367,-8.242715429999997
281,-1.7,6.031220652,271912.485,-209224.33657071728,-8.259574819999997
282,-1.7,6.242238087,287461.8063,-215536.86547631453,-8.221138089999997
283,-1.7,5.929465559,268122.2855,-208600.83307445873,-8.376280209999997
284,-1.7,6.59827211,306999.8105,-229413.68757125793,-8.278274320000001
285,-1.7,5.543193432,259473.4593,-189925.0505516167,-8.157797610000003
286,-1.7,6.393997819000001,291326.2271,-218983.57073496052,-8.15435771
287,-1.7,6.855026892,304129.9039,-233887.53206088924,-8.123601630000003
288,-1.8833333330000002,6.612192992,294418.1045,-226107.75216350929,-8.141803959999997
289,-2.066666667,6.865582066999999,304030.6307,-235687.90965945215,-8.17354864
290,-2.25,7.191281939,316921.6221,-245610.6627244355,-8.13189216
291,-2.433333333,6.621601700999999,294612.6191,-226441.62388202362,-8.142240319999999
292,-2.616666667,6.917587115000001,309638.5907,-239756.48949068575,-8.252137269999999
293,-2.8,7.358847279,323459.9986,-254629.45667819676,-8.238526880000002
294,-2.983333333,7.264083196999999,318959.3641,-251755.1271034063,-8.251791079999997
295,-3.166666667,7.726169629,334499.5098,-266584.1532469704,-8.215250310000002
296,-3.35,7.180706043999999,319203.6046,-246478.24381385298,-8.172635919999998
297,-3.5333333330000003,7.671043287,332577.9866,-264887.20007434074,-8.22161714
298,-3.7166666669999997,8.021849377,341849.641,-277972.07172802964,-8.250444940000001
299,-3.9,7.674777976000001,334692.5269,-266536.6737519818,-8.268788100000002
300,-3.808333333,7.7924344450000005,338305.8961,-271323.74644820247,-8.290206670000003
301,-3.7166666669999997,8.268393139999999,351181.8716,-287227.69888772274,-8.27095981
302,-3.625,7.687934354999999,334735.9949,-266180.0631988933,-8.243593480000001
303,-3.5333333330000003,7.637638501999999,333328.1651,-264802.3382839714,-8.254930600000002
304,-3.441666667,7.834066933000001,338344.5814,-272278.6246574711,-8.275171059999998
305,-3.35,7.842292878,337975.3237,-272811.59898922156,-8.282672380000001
306,-3.258333333,7.532510841000001,330822.0821,-261384.32530353693,-8.262100709999999
307,-3.166666667,7.960355229000001,344472.2589,-275392.05576849484,-8.237011440000003
308,-3.075,7.505147365,327334.8138,-258142.10839821483,-8.189367079999997
309,-2.983333333,7.876546416999999,339397.7363,-270710.05501908297,-8.18312641
310,-2.891666667,7.616269488,333033.3822,-259618.26797874208,-8.116030219999999
311,-2.8,7.7161777350000005,330338.5677,-262765.73922575347,-8.108065080000003
312,-2.8416666669999997,7.401408418,322330.4536,-254625.4784288289,-8.191023989999998
313,-2.883333333,7.52812303,331001.083,-258463.75340423046,-8.174546120000002
314,-2.925,7.616822947,327713.5722,-262527.8758475346,-8.206392289999997
315,-2.9666666669999997,7.427857692,326415.7671,-258259.88186609975,-8.278355700000006
316,-3.008333333,7.620021556999999,330746.8365,-265820.4229905069,-8.305826490000001
317,-3.05,7.614226898999999,334340.9631,-265087.82645048347,-8.289239340000002
318,-3.0916666669999997,7.615494788,332669.5387,-264360.01461576024,-8.265104549999997
319,-3.133333333,8.140558077,349298.6451,-280730.77883972385,-8.210820560000002
320,-3.175,8.124193709,345181.8447,-278468.90012407355,-8.161070680000002
321,-3.2166666669999997,7.803513773999999,338220.2086,-267094.5588619494,-8.149398390000002
322,-3.258333333,8.130558183,345892.6907,-278317.1127380762,-8.15023738
323,-3.3,8.042660325,342378.7508,-276368.75357612927,-8.181631639999999
324,-3.258333333,8.182408246,348984.0805,-280542.6126120823,-8.16334973
325,-3.2166666669999997,7.608775606999999,331075.1688,-260054.69460361858,-8.137680439999997
326,-3.175,8.017120051000001,343114.7741,-274507.35349364043,-8.152415490000003
327,-3.133333333,8.167694682,347051.5014,-280088.63143825234,-8.164821529999998
328,-3.0916666669999997,8.171718753,346630.0733,-279404.04786578455,-8.140854490000002
329,-3.05,7.843538370000001,337355.6669,-268102.84995579504,-8.1384203
330,-3.008333333,7.795823061,334621.5653,-267214.3264759658,-8.161095779999997
331,-2.9666666669999997,7.97678783,342608.3662,-273956.88652539457,-8.177205100000002
332,-2.925,7.364542705,325109.7307,-250377.4298163861,-8.09468777
333,-2.883333333,7.955177794999999,340889.0778,-270982.2047522148,-8.110387250000002
334,-2.8416666669999997,7.428775697,326091.4642,-253913.53187930514,-8.138030450000002
335,-2.8,7.755549554000001,336224.6427,-264232.15141895483,-8.11192251
336,-2.6583333330000003,7.498278208,325076.3799,-256418.52076673473,-8.142139710000002
337,-2.516666667,7.593073797000001,329979.7039,-259791.97318229737,-8.14627032
338,-2.375,7.479982064,324504.9034,-256082.1944074304,-8.1513499
339,-2.233333333,7.218944408,315815.8836,-248721.03451497253,-8.20331763
340,-2.0916666669999997,7.319694778000001,324277.7159,-251238.14766069918,-8.172281550000001
341,-1.95,7.053645110999998,312818.697,-241659.262719431,-8.15718948
342,-1.8083333330000002,7.372490784,324132.88800000004,-250016.38016162702,-8.074300979999997
343,-1.6666666669999999,7.222660906,316797.4325,-244412.39952383854,-8.05706224
344,-1.525,6.956663842999999,298768.8217,-236263.5057683698,-8.086234570000002
345,-1.3833333330000002,7.022587334,316030.9992,-241582.1938973687,-8.190652139999997
346,-1.241666667,7.117931382000001,315515.2799,-240790.6645658628,-8.054462389999998
347,-1.1,6.670419938999999,288858.5532,-229049.0382745147,-8.17571994
348,-1.1,6.206491558000001,280100.9343,-217358.47267053457,-8.33836908
349,-1.1,6.996560855,320548.0073,-241384.0969210096,-8.214379209999997
350,-1.1,6.699667091999999,290883.2663,-231311.3047026237,-8.22042639
351,-1.1,6.136564995999999,273884.5382,-216179.71561819492,-8.38765024
352,-1.1,6.928119421000001,317058.0292,-241278.92957848823,-8.291913100000002
353,-1.1,6.387013496000001,279817.9258,-225304.05854068877,-8.398889949999997
354,-1.1,6.677245457999999,303755.1144,-235477.62751099374,-8.396591399999998
355,-1.1,6.2896574959999985,282769.0199,-223104.68537697013,-8.44563686
356,-1.1,6.223141227,284716.3778,-222420.58032220617,-8.509734729999998
357,-1.1,6.5974872829999995,297438.4304,-237118.6084089201,-8.557320249999997
358,-1.1,6.497795189,296904.1787,-231222.3831343783,-8.47255827
