,t41,t42,t43,t44,t45,t5,t6
277,23.4110571439,23.4095167818,23.41110047,23.4100036599,23.4100056669,23.7058284295,23.4100435078
278,23.4087492247,23.4115498168,23.4099961849,23.4100031709,23.4100031391,23.7037729026,23.4105097837
279,23.4108943216,23.4100077086,23.4111004241,23.4100032928,23.4100011272,23.7031723822,23.4104902165
280,23.409129129,23.4097873055,23.4108819804,23.4100035569,23.4099994239,23.7030516519,23.410463674
281,23.4110162707,23.4081748271,23.4104664064,23.410003731,23.4099979062,23.7034491881,23.4100324052
282,23.409322665,23.4096032881,23.4099088016,23.4100037374,23.4099965103,23.7044216173,23.4097827796
283,23.4100222722,23.4095193505,23.409758172,23.4100035853,23.4099952053,23.7058397867,23.4100637396
284,23.4558647693,23.4558703279,23.4573669835,23.4538085315,23.4576383788,23.7071827042,23.4590731828
285,23.4596542577,23.4579709535,23.4596060533,23.4593674678,23.4598668347,23.7088064335,23.4600926926
286,23.4607085783,23.4607042343,23.4599794899,23.4599526996,23.4599911529,23.7106674653,23.4599761202
287,23.459247709,23.4596366866,23.4596509493,23.4600094292,23.4599935573,23.7104109354,23.4602471462
288,23.4610343664,23.4611755186,23.4604458438,23.4600175646,23.4599921009,23.7077727159,23.46014458
289,23.4587332734,23.4608234572,23.459524659,23.4600211721,23.4599910613,23.7037229893,23.4598745681
290,23.4598337983,23.4588624355,23.4594764099,23.4600247435,23.4599907291,23.6990557235,23.4600701931
291,23.4604537405,23.4595174433,23.4589286559,23.4600282426,23.4599908482,23.6941947067,23.4600829929
292,23.4594291894,23.4582706867,23.4600910904,23.4600314546,23.4599912403,23.6893092698,23.4598988825
293,23.460109988,23.4586907073,23.4609037158,23.4600342523,23.4599917694,23.6844165317,23.4600441783
294,23.4609404968,23.4596243132,23.4596558113,23.4600366914,23.4599923982,23.6795149739,23.4598883709
295,23.4606203393,23.4595278,23.4599471336,23.4600388545,23.4599931129,23.6746636806,23.4603104718
296,23.6680786813,23.6641286971,23.6695358638,23.657705157,23.6688291035,23.671361171,23.675555398
297,23.6797564589,23.679437769,23.6792985319,23.6771770595,23.6790363991,23.6937808267,23.679801574
298,23.679510384,23.6788663896,23.6791913244,23.6796816017,23.6798973641,23.723558391,23.6799162643
299,23.6803707002,23.6803223641,23.6800230228,23.6799218242,23.6799168633,23.7447154454,23.67994241
300,23.6806390728,23.6793920326,23.6801657573,23.6799435139,23.679903727,23.7553567431,23.6799313665
301,23.6810816738,23.6800447119,23.679578209,23.6799455907,23.6798923413,23.7597075863,23.679925757
302,23.6805384374,23.6813235108,23.6807744329,23.6799495992,23.6798851027,23.7617175925,23.679920559
303,23.6799850014,23.6797393805,23.6804093713,23.679953769,23.6798797719,23.7632729148,23.6799155238
304,23.680222955,23.6817131972,23.6808240915,23.6799563389,23.6798750768,23.7647944062,23.6799105476
305,23.6805552883,23.6802841602,23.6802257836,23.6799570878,23.6798705836,23.7662930514,23.6799055949
306,23.6805307998,23.6791663805,23.6795754818,23.6799565326,23.6798662127,23.767694077,23.6799006286
307,23.6803074204,23.6810264002,23.6804133215,23.6799552655,23.6798620907,23.7690005094,23.6798955543
308,23.2912487262,23.2893115672,23.2912346915,23.3020502734,23.298611235,23.7520087751,23.2901753548
309,23.2803439774,23.2789857918,23.2802169059,23.2803161614,23.2799598449,23.6900545269,23.279853978
310,23.2804798088,23.2808273661,23.2799582483,23.2800180989,23.2798611476,23.6148784747,23.2799249252
311,23.2796514584,23.2806836329,23.2806805939,23.2799667382,23.2798560254,23.569310325,23.279850997
312,23.2792229961,23.2804392587,23.2800682945,23.2799548995,23.2798529037,23.552891173,23.2798616123
313,23.2801201774,23.2804344122,23.280054726,23.2799467954,23.279847324,23.5510313566,23.2798581961
314,23.2797677605,23.2787025056,23.2802216945,23.2799411795,23.2798422591,23.5531164623,23.2798537991
315,23.2795662269,23.2810773946,23.2800268861,23.2799374966,23.2798381661,23.5553295982,23.279849529
316,23.2805955457,23.2814006152,23.2799230397,23.2799348597,23.2798347788,23.5574321493,23.279845347
317,23.2807059758,23.2808800019,23.2799130592,23.2799325235,23.2798316909,23.5598083739,23.2798412469
318,23.2792865635,23.279271047,23.2799072647,23.2799299835,23.2798286587,23.562564693,23.2798372255
319,23.2805415749,23.2804002649,23.2799011709,23.2799272209,23.2798257151,23.5655332345,23.2798332828
320,23.383073208,23.3833796459,23.3859892672,23.3754176349,23.3817669822,23.5742805216,23.38706184
321,23.389924068,23.389495851,23.3896999126,23.3878492077,23.3891134664,23.5929112172,23.3897692178
322,23.3901289336,23.3913715432,23.3907596108,23.3896362935,23.3897645449,23.6134348126,23.3898083333
323,23.3904223163,23.3914192178,23.3897578762,23.3898910313,23.3898191783,23.626235986,23.38983814
324,23.390245368,23.3902834664,23.3894143828,23.3899238659,23.3898206551,23.6313478141,23.3898303311
325,23.3895070632,23.3895231978,23.3898716035,23.3899282984,23.389819593,23.6322844838,23.3898276259
326,23.3899749994,23.3911397388,23.3898897867,23.3899287664,23.3898184789,23.6318111873,23.3898253804
327,23.3896284351,23.3911836873,23.3898886927,23.3899286712,23.3898175372,23.6311203215,23.3898232054
328,23.3895456769,23.3899466624,23.3898868363,23.3899284773,23.3898167052,23.6304004699,23.3898211029
329,23.3903043776,23.3904806603,23.3898881487,23.3899280106,23.3898157988,23.6296400001,23.3898190647
330,23.3895487007,23.3918036046,23.3898854062,23.3899278548,23.3898151857,23.6287654875,23.3898170886
331,23.390061976,23.3905953576,23.3898838508,23.3899274046,23.389814439,23.627803111,23.389815173
332,23.4380921571,23.4365215062,23.4381883229,23.4331268765,23.4359424484,23.6307302168,23.4383571117
333,23.4400909634,23.4405912289,23.4398078356,23.4389905851,23.4395003721,23.6405681415,23.439791071
334,23.4391997321,23.4413627859,23.4406466419,23.4398222279,23.4398051132,23.6528441719,23.4398137867
335,23.4397589737,23.4411426152,23.4399309912,23.4399478827,23.4398336083,23.6621841083,23.4398312899
336,23.4394765498,23.4412216435,23.4398998802,23.4399701065,23.4398379361,23.6681388592,23.4398312132
337,23.4400039495,23.4403211253,23.4399006461,23.4399788005,23.4398414416,23.6721922677,23.4398334566
338,23.4398768197,23.4417575543,23.4399035104,23.4399855393,23.4398453088,23.6756049037,23.4398359448
339,23.4407648342,23.4402749544,23.439906749,23.439991736,23.4398494595,23.6789235835,23.4398384934
340,23.4405121003,23.4402159189,23.4399101962,23.4399974702,23.4398536834,23.6822199153,23.4398411028
341,23.4408971078,23.4398337079,23.4399137875,23.4400027979,23.4398578665,23.6854426762,23.4398437676
342,23.439986892,23.4402383188,23.4399174778,23.4400078385,23.4398620453,23.6885791694,23.4398464882
343,23.4399389862,23.4398677321,23.4399209381,23.4400127368,23.4398662217,23.6915789787,23.4398207828
344,23.5442559302,23.5418397912,23.5453730092,23.5360728213,23.5430058783,23.7026540158,23.5478946992
345,23.5494959916,23.5492060854,23.5497220385,23.5480515741,23.5493291717,23.7230852597,23.5497560668
346,23.5491955203,23.5498779518,23.5500797735,23.549744793,23.5498412217,23.7433162697,23.549860591
347,23.5504880199,23.5500133783,23.5507978069,23.5499805189,23.5498788702,23.754939394,23.5498427162
348,23.5500143835,23.5507138651,23.5504153508,23.5500141,23.5498813525,23.7587048195,23.5498381989
349,23.5500889184,23.5488511689,23.5500771925,23.550016556,23.5498799758,23.7582792763,23.5498337344
350,23.5500891426,23.5493334495,23.5499376914,23.550013493,23.5498776662,23.7563493771,23.5498294467
351,23.5495246426,23.5507198165,23.5502646094,23.550010067,23.5498753185,23.7540662467,23.5498253642
352,23.5501136381,23.5515977883,23.5498487207,23.5500074201,23.5498732209,23.7516974938,23.5498214924
353,23.5504656461,23.5498484095,23.5497080254,23.550005514,23.5498713171,23.7492376277,23.5498178201
354,23.5500939739,23.5495467733,23.5507184035,23.5500040022,23.5498695551,23.7466838665,23.5498143328
355,23.5494106722,23.5505785993,23.5497292512,23.5500026591,23.5498679044,23.7440733744,23.549811024
356,23.9531732252,23.9505666315,23.9544896339,23.9464747793,23.9547649462,23.7748785925,23.8878078143
357,23.959915689,23.9593451251,23.9599150184,23.9596337792,23.9597761174,23.8482795474,23.9596337702
358,23.9603116207,23.9587963992,23.9597908131,23.9599530636,23.9598759628,23.9123952658,23.9598140616
359,23.9593111514,23.9592023721,23.960293175,23.9599813208,23.9598616016,23.9502613058,23.95980106
360,23.960518649,23.9612217881,23.9604212891,23.9599774879,23.959850566,23.9679956106,23.9597751544
361,23.9600978922,23.9593843281,23.9598036762,23.9599781818,23.9598441079,23.9762060277,23.9597575914
362,23.9591569419,23.9613476258,23.9606290455,23.9599852192,23.9598416287,23.9814127958,23.9597410434
363,23.9596074202,23.9617354853,23.9599789456,23.9599944962,23.9598414589,23.9859966358,23.9597256585
364,23.959688704,23.9611693383,23.9599493608,23.9600029631,23.9598422976,23.9903081972,23.9597111709
365,23.9605663106,23.9607194459,23.9599480955,23.9600095553,23.9598433899,23.9941968227,23.9596973728
366,23.9607864972,23.9605375591,23.959948375,23.960014461,23.959844547,23.9976954366,23.9596841434
367,23.9600038344,23.9602882989,23.9599488949,23.960018251,23.9598458266,24.0009522942,23.9596714014
368,24.2338990578,24.2290230231,24.2377039824,24.2181183193,24.2381899161,24.0052555331,24.2442175734
369,24.2489390809,24.2485232335,24.2492830177,24.2455441064,24.2489230685,24.0521368647,24.2493653617
370,24.2501377401,24.2499373245,24.2495199279,24.2494645718,24.2498157671,24.101074659,24.2500113124
371,24.2508659083,24.2518503423,24.2501334518,24.2499335102,24.2498521623,24.133793936,24.250123707
372,24.2495194392,24.251285239,24.2496964767,24.2499973672,24.249857643,24.1502523708,24.2501146304
373,24.2505935538,24.25105463,24.2499789791,24.2500060622,24.2498598945,24.1570410034,24.2496917134
374,24.2499919196,24.2509401639,24.2504238699,24.2500081318,24.2498619441,24.1597603325,24.249672318
375,24.2509276305,24.2499138045,24.2497386971,24.2500094486,24.2498639466,24.1612136723,24.2496610036
376,24.2496826944,24.2514243999,24.2497498847,24.250010709,24.2498659185,24.1623746235,24.250062888
377,24.2509808037,24.2485512923,24.2497119428,24.2500119543,24.2498678536,24.1633544852,24.2500614952
378,24.2495232127,24.250089009,24.2499209984,24.2500132198,24.2498698318,24.1640763175,24.2496404819
379,24.2493519126,24.2501545644,24.2502617778,24.2500144548,24.2498717793,24.1645731199,24.2496231851
380,23.8066303359,23.8031259723,23.8053525032,23.8182868026,23.8143493926,24.1596633737,23.8013965677
381,23.7899428316,23.7900500436,23.7895044492,23.7904804743,23.7899757901,24.0954557061,23.7905611451
382,23.7899495049,23.789700383,23.7899105493,23.7900584897,23.789856229,24.0115820524,23.7894719674
383,23.7899528989,23.7897815548,23.7899410352,23.7899893664,23.7898568867,23.9574335856,23.7895354448
384,23.7899441269,23.7911226511,23.7899351588,23.7899616465,23.7898492968,23.935796285,23.7895371625
385,23.7905935685,23.7901120712,23.789926451,23.7899426091,23.789839472,23.9315902669,23.7895358863
386,23.7897579709,23.7889164614,23.7899162924,23.7899294147,23.7898305774,23.932629743,23.7895339272
387,23.7895463263,23.7901881571,23.7899085884,23.78992062,23.7898230053,23.9341105391,23.7903342833
388,23.7901721429,23.7888693947,23.7899020872,23.7899138914,23.7898165275,23.935446171,23.7895532921
389,23.7900067904,23.7891269562,23.7898960686,23.7899084429,23.7898104045,23.937071611,23.7895308441
390,23.789993295,23.7889574462,23.7898903305,23.789903344,23.7898044406,23.9391826965,23.7895280151
391,23.7906917487,23.7911930659,23.7898847729,23.78989819,23.7897985819,23.941674651,23.7895269585
392,24.2320196185,24.2298236054,24.2338119455,24.2253235936,24.2341165358,23.9767056562,24.1388612981
393,24.2398125922,24.2407838969,24.2398147767,24.2395165944,24.2396971227,24.0605847976,24.2394686676
394,24.2393287587,24.2397857526,24.2395459984,24.2398626351,24.2398330074,24.1326490523,24.2396609339
395,24.2411575017,24.2404416694,24.2398167687,24.2399447651,24.2398403287,24.1757739042,24.2396802638
396,24.2409065183,24.2403315574,24.2393471747,24.2399428595,24.2398277807,24.1968930905,24.2396499795
397,24.2408866341,24.2414428024,24.2398317798,24.23994017,24.2398200763,24.2072801417,24.2396384179
398,24.2394904029,24.2402847148,24.2397902458,24.239941098,24.2398155408,24.2140888074,24.2396276773
399,24.2407855843,24.2393811694,24.2396057912,24.2399450523,24.2398137219,24.2199797661,24.2400347555
400,24.2406444185,24.2401383894,24.2406613231,24.2399506144,24.2398133428,24.2254397922,24.2400352412
401,24.2409790373,24.2404001477,24.2406301044,24.239955992,24.239813586,24.2303645221,24.2396101154
402,24.2408964875,24.239047456,24.2408745322,24.239875113,24.2397696512,24.2347803967,24.2400110412
403,24.2397877585,24.2420354642,24.2397015553,24.2398216725,24.2397392907,24.2388368971,24.239593883
404,24.3525019837,24.3508044481,24.355063726,24.3479974239,24.3557406044,24.2428050034,24.3583146267
405,24.3604848677,24.3611921017,24.3600202487,24.3586149882,24.359620084,24.2609127675,24.360542327
406,24.3596717584,24.3593437658,24.3606895653,24.3597853647,24.3604945931,24.2816380023,24.3602858606
407,24.3612458377,24.3592528265,24.3596075951,24.3599666996,24.3598930817,24.297420083,24.3603313192
408,24.3614368852,24.3616896422,24.3593003505,24.3599667909,24.3598621345,24.3073601976,24.3601727881
409,24.3611927021,24.3620766831,24.3609661413,24.3599457473,24.3598547478,24.3137071925,24.3607158668
410,24.3602409529,24.3590008541,24.3610697161,24.35992395,24.3598478241,24.3183696572,24.3604022157
411,24.3603136647,24.35971325,24.3600777404,24.3599065937,24.359841099,24.3222477321,24.3606481502
412,24.3605471703,24.3607191162,24.3608303921,24.3598933743,24.35983473,24.3257245089,24.3602979446
413,24.3604053228,24.3594605345,24.3608827412,24.3598832484,24.3598286428,24.328954985,24.3608032569
414,24.3599663093,24.3619932797,24.3606475627,24.3598748311,24.359822744,24.3319662428,24.3601967466
415,24.3610913346,24.3614434861,24.3608356195,24.359867661,24.359816965,24.3348208107,24.3602865404
416,24.2391040547,24.2386660109,24.2358554572,24.2442289688,24.236581031,24.3375431889,24.2325439753
417,24.2296659215,24.2318144038,24.2312019722,24.2330329256,24.2307812568,24.325318628,24.2304170307
418,24.2301194716,24.2302387913,24.2308375402,24.2302391374,24.2307742998,24.3083758732,24.2308817556
419,24.2310410722,24.2287425955,24.2303230597,24.2299622833,24.2296022262,24.2955146933,24.2302463786
420,24.2301660254,24.2313032463,24.2308677125,24.2299399611,24.2298881905,24.2882903467,24.2302613451
421,24.2314126435,24.230558086,24.2303170386,24.2299385458,24.2300990617,24.2848827889,24.2305713537
422,24.2290029228,24.2307161336,24.2311835347,24.2299376785,24.230134281,24.2832369605,24.2307573542
423,24.229897733,24.2306428288,24.2298911744,24.2299368147,24.2303127078,24.2821740956,24.2301797412
424,24.2313450133,24.2294046479,24.2299381739,24.2299363492,24.2300228256,24.2813115547,24.2299801994
425,24.2310749942,24.2301219219,24.2300161937,24.2299362805,24.2307654727,24.2805597702,24.2308063644
426,24.2289898295,24.2309201015,24.2307150434,24.2299364813,24.2297934911,24.2799691473,24.2302881162
427,24.2289290692,24.2305480877,24.2308045599,24.2299368298,24.2294283096,24.279401496,24.2303790323
428,24.1461157703,24.1481495542,24.1445088044,24.1497997158,24.1443621794,24.2782678556,24.1417952676
429,24.1402367553,24.1407387198,24.1409126801,24.1408700682,24.1400276073,24.2681929995,24.1405652186
430,24.1392683861,24.1410070998,24.1403082905,24.1400048543,24.1398624583,24.2556528309,24.1401279368
431,24.139620401,24.1405984535,24.140491531,24.1398992588,24.1401877591,24.2464934523,24.140276514
432,24.1411227684,24.1404737715,24.1406637757,24.1398895611,24.1398817169,24.2414687911,24.1401273702
433,24.1405133428,24.1387042305,24.1405005374,24.1398844904,24.139939508,24.2390247656,24.1406161683
434,24.1399699648,24.1407746854,24.1400974284,24.1398800656,24.1399240898,24.2376701661,24.140363334
435,24.1409573153,24.1394593709,24.1396481881,24.1398762016,24.1394677276,24.2366969407,24.1399547013
436,24.1404649609,24.1405965808,24.1408942,24.1398729468,24.1407027571,24.2358505475,24.1405777426
437,24.1403453636,24.141270975,24.1409786324,24.1398697872,24.14013644,24.2352148511,24.140046027
438,24.1402874932,24.1394608218,24.1402541289,24.1398673395,24.1404933135,24.2346831885,24.139822126
439,24.1398815941,24.1412645718,24.1395064994,24.1398649134,24.1400953536,24.2342012527,24.1403081183
440,24.4450174876,24.4429522334,24.4457555826,24.440257758,24.1285767288,24.2265830491,24.248295727
441,24.4499180354,24.449918223,24.4501079661,24.4503226946,24.0897058815,24.227282525,24.4492063231
442,24.449654676,24.4505252109,24.450494785,24.4500548725,24.0701330896,24.221029673,24.4501890513
443,24.4503534649,24.4505054027,24.4503893723,24.4497304336,24.063027162,24.2124427841,24.4503260352
444,24.4499730732,24.4501143544,24.4505259176,24.4503782678,24.0591480671,24.2081802434,24.4501271842
445,24.4503459746,24.4502530893,24.4503711376,24.4500510249,24.0564073289,24.206958141,24.450111339
